round_number,rank,player_name,team_name,matches_all,matches_played,percentage_played,matches_won,matches_lost,matches_won_percent
14,8,Player 068,Team 009,56,36,64.29,29,7,80.56
14,9,Player 010,Team 006,56,52,92.86,41,11,78.85
14,10,Player 028,Team 012,56,52,92.86,41,11,78.85
14,11,Player 071,Team 014,56,32,57.15,25,7,78.13
14,12,Player 072,Team 011,56,48,85.72,37,11,77.09
14,13,Player 026,Team 007,56,43,76.79,33,10,76.75
14,14,Player 016,Team 008,56,52,92.86,39,13,75.0
14,15,Player 076,Team 001,56,32,57.15,24,8,75.0
14,16,Player 012,Team 005,56,56,100.0,41,15,73.22
14,17,Player 004,Team 004,56,52,92.86,38,14,73.08
14,18,Player 024,Team 010,56,28,50.0,20,8,71.43
14,19,Player 009,Team 004,56,49,87.5,34,15,69.39
14,20,Player 008,Team 003,56,52,92.86,36,16,69.24
14,21,Player 037,Team 008,56,46,82.15,31,15,67.4
14,22,Player 021,Team 011,56,44,78.58,29,15,65.91
14,23,Player 089,Team 010,56,28,50.0,18,10,64.29
14,24,Player 029,Team 013,56,36,64.29,23,13,63.89
14,25,Player 036,Team 008,56,30,53.58,19,11,63.34
14,26,Player 039,Team 012,56,56,100.0,35,21,62.5
14,27,Player 022,Team 011,56,40,71.43,25,15,62.5
14,27,Player 034,Team 007,56,40,71.43,25,15,62.5
14,28,Player 046,Team 015,56,56,100.0,35,21,62.5
14,29,Player 025,Team 012,56,44,78.58,26,18,59.1
14,30,Player 020,Team 010,56,44,78.58,25,19,56.82
14,31,Player 017,Team 004,56,52,92.86,28,24,53.85
14,32,Player 011,,56,40,71.43,21,19,52.5
14,33,Player 032,Team 006,56,44,78.58,23,21,52.28
14,34,Player 047,Team 015,56,52,92.86,27,25,51.93
14,35,Player 073,Team 006,56,37,66.08,19,18,51.36
14,36,Player 023,Team 011,56,48,85.72,24,24,50.0
14,37,Player 102,Team 006,56,44,78.58,22,22,50.0
14,38,Player 003,Team 003,56,40,71.43,19,21,47.5
14,38,Player 005,Team 003,56,40,71.43,19,21,47.5
14,39,Player 048,Team 015,56,40,71.43,18,22,45.0
14,40,Player 077,Team 008,56,32,57.15,14,18,43.75
14,41,Player 083,Team 012,56,43,76.79,18,25,41.87
14,42,Player 035,Team 008,56,29,51.79,12,17,41.38
14,43,Player 018,Team 004,56,44,78.58,18,26,40.91
14,44,Player 044,Team 014,56,30,53.58,12,18,40.0
14,45,Player 056,Team 015,56,48,85.72,19,29,39.59
14,46,Player 059,Team 016,56,42,75.0,16,26,38.1
14,47,Player 052,Team 013,56,32,57.15,12,20,37.5
14,48,Player 084,Team 014,56,34,60.72,12,22,35.3
14,49,Player 045,Team 009,56,36,64.29,12,24,33.34
14,50,Player 074,Team 002,56,32,57.15,10,22,31.25
14,51,Player 085,Team 016,56,44,78.58,13,31,29.55
14,52,Player 087,Team 016,56,40,71.43,11,29,27.5
14,53,Player 041,Team 002,56,40,71.43,10,30,25.0
14,54,Player 064,Team 010,56,44,78.58,9,35,20.46
14,55,Player 086,Team 016,56,32,57.15,6,26,18.75
14,56,Player 058,Team 009,56,28,50.0,5,23,17.86
14,57,Player 063,Team 010,56,42,75.0,6,36,14.29
14,58,Player 079,Team 009,56,28,50.0,4,24,14.29
14,59,Player 057,Team 016,56,38,67.86,5,33,13.16
14,60,Player 053,Team 002,56,32,57.15,4,28,12.5
14,61,Player 051,Team 013,56,36,64.29,3,33,8.34
14,62,Player 078,Team 002,56,38,67.86,3,35,7.9
14,63,Player 054,Team 002,56,32,57.15,2,30,6.25
14,,Player 069,Team 001,56,19,33.93,19,0,100.0
14,,Player 066,Team 013,56,8,14.29,8,0,100.0
14,,Player 015,Team 006,56,2,3.58,2,0,100.0
14,,Player 013,Team 001,56,24,42.86,23,1,95.84
14,,Player 019,Team 009,56,22,39.29,20,2,90.91
14,,Player 095,Team 014,56,16,28.58,13,3,81.25
14,,Player 096,Team 014,56,16,28.58,12,4,75.0
14,,Player 108,Team 008,56,4,7.15,3,1,75.0
14,,Player 117,Team 012,56,4,7.15,3,1,75.0
14,,Player 111,Team 015,56,4,7.15,3,1,75.0
14,,Player 101,Team 001,56,24,42.86,16,8,66.67
14,,Player 116,Team 007,56,20,35.72,13,7,65.0
14,,Player 082,Team 011,56,16,28.58,10,6,62.5
14,,Player 092,Team 008,56,8,14.29,5,3,62.5
14,,Player 040,Team 005,56,22,39.29,12,10,54.55
14,,Player 070,Team 014,56,24,42.86,13,11,54.17
14,,Player 109,Team 012,56,17,30.36,9,8,52.95
14,,Player 050,Team 001,56,17,30.36,9,8,52.95
14,,Player 060,Team 008,56,23,41.08,12,11,52.18
14,,Player 033,Team 011,56,24,42.86,12,12,50.0
14,,Player 112,Team 015,56,20,35.72,10,10,50.0
14,,Player 042,Team 014,56,20,35.72,10,10,50.0
14,,Player 027,Team 009,56,10,17.86,5,5,50.0
14,,Player 075,Team 004,56,27,48.22,13,14,48.15
14,,Player 107,Team 001,56,12,21.43,5,7,41.67
14,,Player 090,Team 005,56,10,17.86,4,6,40.0
14,,Player 038,Team 005,56,26,46.43,9,17,34.62
14,,Player 081,Team 009,56,24,42.86,8,16,33.34
14,,Player 094,Team 006,56,6,10.72,2,4,33.34
14,,Player 029,Team 009,56,24,42.86,7,17,29.17
14,,Player 043,Team 014,56,24,42.86,6,18,25.0
14,,Player 118,Team 007,56,8,14.29,2,6,25.0
14,,Player 049,Team 007,56,26,46.43,5,21,19.24
14,,Player 093,Team 007,56,16,28.58,3,13,18.75
14,,Player 080,Team 009,56,16,28.58,3,13,18.75
14,,Player 106,Team 013,56,12,21.43,2,10,16.67
14,,Player 030,Team 006,56,22,39.29,3,19,13.64
14,,Player 088,Team 007,56,12,21.43,1,11,8.34
14,,Player 103,Team 010,56,26,46.43,2,24,7.7
14,,Player 105,Team 016,56,16,28.58,1,15,6.25
14,,Player 091,Team 005,56,18,32.15,1,17,5.56
14,,Player 061,Team 005,56,20,35.72,0,20,0.0
14,,Player 062,Team 006,56,13,23.22,0,13,0.0
14,,Player 104,Team 005,56,10,17.86,0,10,0.0
14,,Player 099,Team 002,56,8,14.29,0,8,0.0
14,,Player 055,Team 016,56,8,14.29,0,8,0.0
14,,Player 115,Team 010,56,8,14.29,0,8,0.0
14,,Player 098,Team 007,56,7,12.5,0,7,0.0
14,,Player 110,Team 005,56,6,10.72,0,6,0.0
14,,Player 113,Team 013,56,4,7.15,0,4,0.0
14,,Player 114,Team 010,56,4,7.15,0,4,0.0
14,,Player 097,Team 006,56,4,7.15,0,4,0.0
14,,Player 065,Team 007,56,3,5.36,0,3,0.0
15,1,Player 100,Team 001,60,34,56.67,34,0,100.0
15,2,Player 007,Team 001,60,40,66.67,39,1,97.5
15,3,Player 006,Team 005,60,60,100.0,55,5,91.67
15,4,Player 067,Team 003,60,56,93.34,49,7,87.5
15,5,Player 002,Team 002,60,46,76.67,40,6,86.96
15,6,Player 001,Team 001,60,32,53.34,27,5,84.38
15,7,Player 014,Team 007,60,53,88.34,44,9,83.02
15,8,Player 031,Team 014,60,32,53.34,26,6,81.25
15,9,Player 068,Team 009,60,36,60.0,29,7,80.56
15,10,Player 010,Team 006,60,56,93.34,45,11,80.36
15,11,Player 028,Team 012,60,56,93.34,44,12,78.58
15,12,Player 071,Team 014,60,32,53.34,25,7,78.13
15,13,Player 072,Team 011,60,48,80.0,37,11,77.09
15,14,Player 076,Team 001,60,32,53.34,24,8,75.0
15,15,Player 026,Team 007,60,45,75.0,33,12,73.34
15,16,Player 004,Team 004,60,56,93.34,41,15,73.22
15,17,Player 012,Team 005,60,60,100.0,43,17,71.67
15,18,Player 008,Team 003,60,56,93.34,40,16,71.43
15,19,Player 016,Team 008,60,56,93.34,39,17,69.65
15,20,Player 009,Team 004,60,49,81.67,34,15,69.39
15,21,Player 024,Team 010,60,32,53.34,22,10,68.75
15,22,Player 021,Team 011,60,48,80.0,32,16,66.67
15,23,Player 039,Team 012,60,60,100.0,39,21,65.0
15,24,Player 022,Team 011,60,44,73.34,28,16,63.64
15,25,Player 029,Team 013,60,40,66.67,25,15,62.5
15,26,Player 037,Team 008,60,50,83.34,31,19,62.0
15,27,Player 046,Team 015,60,60,100.0,37,23,61.67
15,28,Player 025,Team 012,60,44,73.34,26,18,59.1
15,28,Player 034,Team 007,60,44,73.34,26,18,59.1
15,29,Player 020,Team 010,60,46,76.67,26,20,56.53
15,30,Player 036,Team 008,60,34,56.67,19,15,55.89
15,31,Player 017,Team 004,60,56,93.34,31,25,55.36
15,32,Player 023,Team 011,60,52,86.67,28,24,53.85
15,33,Player 073,Team 006,60,41,68.34,22,19,53.66
15,34,Player 032,Team 006,60,48,80.0,25,23,52.09
15,34,Player 102,Team 006,60,48,80.0,25,23,52.09
15,35,Player 047,Team 015,60,56,93.34,29,27,51.79
15,36,Player 075,Team 004,60,31,51.67,16,15,51.62
15,37,Player 011,,60,44,73.34,22,22,50.0
15,38,Player 003,Team 003,60,44,73.34,21,23,47.73
15,39,Player 005,Team 003,60,40,66.67,19,21,47.5
15,40,Player 048,Team 015,60,40,66.67,18,22,45.0
15,41,Player 083,Team 012,60,43,71.67,18,25,41.87
15,42,Player 018,Team 004,60,48,80.0,20,28,41.67
15,43,Player 077,Team 008,60,35,58.34,14,21,40.0
15,44,Player 044,Team 014,60,30,50.0,12,18,40.0
15,45,Player 056,Team 015,60,52,86.67,20,32,38.47
15,46,Player 052,Team 013,60,34,56.67,13,21,38.24
15,47,Player 059,Team 016,60,42,70.0,16,26,38.1
15,48,Player 085,Team 016,60,48,80.0,16,32,33.34
15,49,Player 084,Team 014,60,38,63.34,12,26,31.58
15,50,Player 074,Team 002,60,32,53.34,10,22,31.25
15,51,Player 045,Team 009,60,40,66.67,12,28,30.0
15,52,Player 041,Team 002,60,44,73.34,13,31,29.55
15,53,Player 087,Team 016,60,44,73.34,13,31,29.55
15,54,Player 064,Team 010,60,48,80.0,11,37,22.92
15,55,Player 086,Team 016,60,36,60.0,7,29,19.45
15,56,Player 057,Team 016,60,42,70.0,7,35,16.67
15,57,Player 063,Team 010,60,46,76.67,7,39,15.22
15,58,Player 053,Team 002,60,32,53.34,4,28,12.5
15,59,Player 078,Team 002,60,42,70.0,4,38,9.53
15,60,Player 051,Team 013,60,38,63.34,3,35,7.9
15,61,Player 054,Team 002,60,36,60.0,2,34,5.56
15,,Player 069,Team 001,60,21,35.0,21,0,100.0
15,,Player 066,Team 013,60,12,20.0,12,0,100.0
15,,Player 119,Team 013,60,4,6.67,4,0,100.0
15,,Player 015,Team 006,60,2,3.34,2,0,100.0
15,,Player 013,Team 001,60,28,46.67,27,1,96.43
15,,Player 019,Team 009,60,22,36.67,20,2,90.91
15,,Player 095,Team 014,60,16,26.67,13,3,81.25
15,,Player 096,Team 014,60,16,26.67,12,4,75.0
15,,Player 111,Team 015,60,4,6.67,3,1,75.0
15,,Player 101,Team 001,60,24,40.0,16,8,66.67
15,,Player 089,Team 010,60,28,46.67,18,10,64.29
15,,Player 116,Team 007,60,24,40.0,15,9,62.5
15,,Player 092,Team 008,60,8,13.34,5,3,62.5
15,,Player 082,Team 011,60,20,33.34,12,8,60.0
15,,Player 108,Team 008,60,5,8.34,3,2,60.0
15,,Player 070,Team 014,60,24,40.0,13,11,54.17
15,,Player 050,Team 001,60,17,28.34,9,8,52.95
15,,Player 109,Team 012,60,21,35.0,11,10,52.39
15,,Player 060,Team 008,60,23,38.34,12,11,52.18
15,,Player 033,Team 011,60,24,40.0,12,12,50.0
15,,Player 027,Team 009,60,10,16.67,5,5,50.0
15,,Player 117,Team 012,60,8,13.34,4,4,50.0
15,,Player 120,Team 009,60,4,6.67,2,2,50.0
15,,Player 040,Team 005,60,26,43.34,12,14,46.16
15,,Player 042,Team 014,60,24,40.0,11,13,45.84
15,,Player 112,Team 015,60,24,40.0,10,14,41.67
15,,Player 107,Team 001,60,12,20.0,5,7,41.67
15,,Player 035,Team 008,60,29,48.34,12,17,41.38
15,,Player 038,Team 005,60,26,43.34,9,17,34.62
15,,Player 094,Team 006,60,6,10.0,2,4,33.34
15,,Player 081,Team 009,60,28,46.67,9,19,32.15
15,,Player 029,Team 009,60,28,46.67,8,20,28.58
15,,Player 090,Team 005,60,14,23.34,4,10,28.58
15,,Player 043,Team 014,60,28,46.67,6,22,21.43
15,,Player 118,Team 007,60,10,16.67,2,8,20.0
15,,Player 049,Team 007,60,26,43.34,5,21,19.24
15,,Player 093,Team 007,60,16,26.67,3,13,18.75
15,,Player 080,Team 009,60,16,26.67,3,13,18.75
15,,Player 058,Team 009,60,28,46.67,5,23,17.86
15,,Player 106,Team 013,60,12,20.0,2,10,16.67
15,,Player 079,Team 009,60,28,46.67,4,24,14.29
15,,Player 030,Team 006,60,22,36.67,3,19,13.64
15,,Player 088,Team 007,60,12,20.0,1,11,8.34
15,,Player 103,Team 010,60,28,46.67,2,26,7.15
15,,Player 105,Team 016,60,16,26.67,1,15,6.25
15,,Player 091,Team 005,60,18,30.0,1,17,5.56
15,,Player 061,Team 005,60,20,33.34,0,20,0.0
15,,Player 062,Team 006,60,13,21.67,0,13,0.0
15,,Player 104,Team 005,60,10,16.67,0,10,0.0
15,,Player 099,Team 002,60,8,13.34,0,8,0.0
15,,Player 055,Team 016,60,8,13.34,0,8,0.0
15,,Player 115,Team 010,60,8,13.34,0,8,0.0
15,,Player 098,Team 007,60,7,11.67,0,7,0.0
15,,Player 110,Team 005,60,6,10.0,0,6,0.0
15,,Player 113,Team 013,60,4,6.67,0,4,0.0
15,,Player 114,Team 010,60,4,6.67,0,4,0.0
15,,Player 097,Team 006,60,4,6.67,0,4,0.0
15,,Player 065,Team 007,60,3,5.0,0,3,0.0
16,1,Player 100,Team 001,64,38,59.38,38,0,100.0
16,2,Player 007,Team 001,64,44,68.75,43,1,97.73
16,3,Player 013,Team 001,64,32,50.0,30,2,93.75
16,4,Player 006,Team 005,64,60,93.75,55,5,91.67
16,5,Player 067,Team 003,64,56,87.5,49,7,87.5
16,6,Player 001,Team 001,64,32,50.0,27,5,84.38
16,7,Player 002,Team 002,64,50,78.13,42,8,84.0
16,8,Player 014,Team 007,64,53,82.82,44,9,83.02
16,9,Player 010,Team 006,64,60,93.75,49,11,81.67
16,10,Player 071,Team 014,64,36,56.25,29,7,80.56
16,10,Player 031,Team 014,64,36,56.25,29,7,80.56
16,11,Player 068,Team 009,64,36,56.25,29,7,80.56
16,12,Player 072,Team 011,64,52,81.25,41,11,78.85
16,13,Player 028,Team 012,64,60,93.75,47,13,78.34
16,14,Player 076,Team 001,64,32,50.0,24,8,75.0
16,15,Player 008,Team 003,64,60,93.75,44,16,73.34
16,16,Player 026,Team 007,64,45,70.32,33,12,73.34
16,17,Player 004,Team 004,64,60,93.75,44,16,73.34
16,18,Player 012,Team 005,64,64,100.0,46,18,71.88
16,19,Player 016,Team 008,64,56,87.5,39,17,69.65
16,20,Player 024,Team 010,64,36,56.25,25,11,69.45
16,21,Player 009,Team 004,64,49,76.57,34,15,69.39
16,22,Player 021,Team 011,64,52,81.25,35,17,67.31
16,23,Player 039,Team 012,64,64,100.0,43,21,67.19
16,24,Player 029,Team 013,64,44,68.75,28,16,63.64
16,24,Player 022,Team 011,64,44,68.75,28,16,63.64
16,25,Player 025,Team 012,64,48,75.0,30,18,62.5
16,26,Player 037,Team 008,64,54,84.38,32,22,59.26
16,27,Player 034,Team 007,64,44,68.75,26,18,59.1
16,28,Player 046,Team 015,64,64,100.0,37,27,57.82
16,29,Player 017,Team 004,64,60,93.75,34,26,56.67
16,30,Player 020,Team 010,64,50,78.13,28,22,56.01
16,31,Player 073,Team 006,64,45,70.32,25,20,55.56
16,32,Player 023,Team 011,64,56,87.5,31,25,55.36
16,33,Player 036,Team 008,64,38,59.38,21,17,55.27
16,34,Player 075,Team 004,64,35,54.69,19,16,54.29
16,35,Player 011,,64,48,75.0,26,22,54.17
16,36,Player 005,Team 003,64,44,68.75,23,21,52.28
16,37,Player 003,Team 003,64,48,75.0,25,23,52.09
16,38,Player 032,Team 006,64,48,75.0,25,23,52.09
16,39,Player 102,Team 006,64,52,81.25,27,25,51.93
16,40,Player 047,Team 015,64,60,93.75,31,29,51.67
16,41,Player 018,Team 004,64,52,81.25,23,29,44.24
16,42,Player 044,Team 014,64,34,53.13,14,20,41.18
16,43,Player 048,Team 015,64,44,68.75,18,26,40.91
16,44,Player 083,Team 012,64,47,73.44,19,28,40.43
16,45,Player 077,Team 008,64,35,54.69,14,21,40.0
16,46,Player 056,Team 015,64,56,87.5,21,35,37.5
16,47,Player 035,Team 008,64,33,51.57,12,21,36.37
16,48,Player 059,Team 016,64,46,71.88,16,30,34.79
16,49,Player 081,Team 009,64,32,50.0,11,21,34.38
16,50,Player 052,Team 013,64,38,59.38,13,25,34.22
16,51,Player 045,Team 009,64,44,68.75,15,29,34.1
16,52,Player 084,Team 014,64,38,59.38,12,26,31.58
16,53,Player 074,Team 002,64,32,50.0,10,22,31.25
16,53,Player 029,Team 009,64,32,50.0,10,22,31.25
16,54,Player 085,Team 016,64,52,81.25,16,36,30.77
16,55,Player 043,Team 014,64,32,50.0,9,23,28.13
16,56,Player 041,Team 002,64,48,75.0,13,35,27.09
16,57,Player 087,Team 016,64,48,75.0,13,35,27.09
16,58,Player 058,Team 009,64,32,50.0,7,25,21.88
16,59,Player 064,Team 010,64,52,81.25,11,41,21.16
16,60,Player 086,Team 016,64,38,59.38,7,31,18.43
16,61,Player 057,Team 016,64,44,68.75,7,37,15.91
16,62,Player 063,Team 010,64,50,78.13,7,43,14.01
16,63,Player 053,Team 002,64,32,50.0,4,28,12.5
16,64,Player 051,Team 013,64,42,65.63,4,38,9.53
16,65,Player 078,Team 002,64,46,71.88,4,42,8.7
16,66,Player 054,Team 002,64,40,62.5,2,38,5.0
16,,Player 069,Team 001,64,21,32.82,21,0,100.0
16,,Player 066,Team 013,64,12,18.75,12,0,100.0
16,,Player 119,Team 013,64,4,6.25,4,0,100.0
16,,Player 015,Team 006,64,2,3.13,2,0,100.0
16,,Player 019,Team 009,64,22,34.38,20,2,90.91
16,,Player 095,Team 014,64,16,25.0,13,3,81.25
16,,Player 096,Team 014,64,16,25.0,12,4,75.0
16,,Player 111,Team 015,64,4,6.25,3,1,75.0
16,,Player 116,Team 007,64,28,43.75,19,9,67.86
16,,Player 082,Team 011,64,24,37.5,16,8,66.67
16,,Player 101,Team 001,64,28,43.75,18,10,64.29
16,,Player 089,Team 010,64,28,43.75,18,10,64.29
16,,Player 092,Team 008,64,8,12.5,5,3,62.5
16,,Player 108,Team 008,64,5,7.82,3,2,60.0
16,,Player 070,Team 014,64,24,37.5,13,11,54.17
16,,Player 050,Team 001,64,17,26.57,9,8,52.95
16,,Player 109,Team 012,64,21,32.82,11,10,52.39
16,,Player 033,Team 011,64,24,37.5,12,12,50.0
16,,Player 027,Team 009,64,10,15.63,5,5,50.0
16,,Player 117,Team 012,64,8,12.5,4,4,50.0
16,,Player 120,Team 009,64,4,6.25,2,2,50.0
16,,Player 060,Team 008,64,27,42.19,13,14,48.15
16,,Player 042,Team 014,64,24,37.5,11,13,45.84
16,,Player 040,Team 005,64,30,46.88,13,17,43.34
16,,Player 112,Team 015,64,24,37.5,10,14,41.67
16,,Player 107,Team 001,64,12,18.75,5,7,41.67
16,,Player 118,Team 007,64,14,21.88,5,9,35.72
16,,Player 094,Team 006,64,6,9.38,2,4,33.34
16,,Player 038,Team 005,64,30,46.88,9,21,30.0
16,,Player 090,Team 005,64,14,21.88,4,10,28.58
16,,Player 049,Team 007,64,26,40.63,5,21,19.24
16,,Player 030,Team 006,64,26,40.63,5,21,19.24
16,,Player 093,Team 007,64,16,25.0,3,13,18.75
16,,Player 080,Team 009,64,16,25.0,3,13,18.75
16,,Player 106,Team 013,64,12,18.75,2,10,16.67
16,,Player 079,Team 009,64,28,43.75,4,24,14.29
16,,Player 103,Team 010,64,28,43.75,2,26,7.15
16,,Player 105,Team 016,64,16,25.0,1,15,6.25
16,,Player 088,Team 007,64,16,25.0,1,15,6.25
16,,Player 091,Team 005,64,20,31.25,1,19,5.0
16,,Player 061,Team 005,64,22,34.38,0,22,0.0
16,,Player 062,Team 006,64,13,20.32,0,13,0.0
16,,Player 104,Team 005,64,10,15.63,0,10,0.0
16,,Player 099,Team 002,64,8,12.5,0,8,0.0
16,,Player 055,Team 016,64,8,12.5,0,8,0.0
16,,Player 115,Team 010,64,8,12.5,0,8,0.0
16,,Player 098,Team 007,64,7,10.94,0,7,0.0
16,,Player 110,Team 005,64,6,9.38,0,6,0.0
16,,Player 113,Team 013,64,4,6.25,0,4,0.0
16,,Player 114,Team 010,64,4,6.25,0,4,0.0
16,,Player 097,Team 006,64,4,6.25,0,4,0.0
16,,Player 065,Team 007,64,3,4.69,0,3,0.0
17,1,Player 100,Team 001,68,38,55.89,38,0,100.0
17,2,Player 007,Team 001,68,48,70.59,47,1,97.92
17,3,Player 013,Team 001,68,36,52.95,34,2,94.45
17,4,Player 006,Team 005,68,64,94.12,59,5,92.19
17,5,Player 067,Team 003,68,60,88.24,52,8,86.67
17,6,Player 001,Team 001,68,36,52.95,31,5,86.12
17,7,Player 002,Team 002,68,52,76.48,44,8,84.62
17,8,Player 014,Team 007,68,53,77.95,44,9,83.02
17,9,Player 010,Team 006,68,64,94.12,53,11,82.82
17,10,Player 071,Team 014,68,36,52.95,29,7,80.56
17,10,Player 031,Team 014,68,36,52.95,29,7,80.56
17,11,Player 068,Team 009,68,36,52.95,29,7,80.56
17,12,Player 072,Team 011,68,56,82.36,44,12,78.58
17,13,Player 026,Team 007,68,49,72.06,37,12,75.52
17,14,Player 004,Team 004,68,64,94.12,48,16,75.0
17,15,Player 028,Team 012,68,64,94.12,47,17,73.44
17,16,Player 008,Team 003,68,64,94.12,47,17,73.44
17,17,Player 012,Team 005,68,68,100.0,49,19,72.06
17,18,Player 009,Team 004,68,53,77.95,38,15,71.7
17,19,Player 016,Team 008,68,56,82.36,39,17,69.65
17,20,Player 024,Team 010,68,40,58.83,27,13,67.5
17,21,Player 021,Team 011,68,56,82.36,37,19,66.08
17,22,Player 029,Team 013,68,44,64.71,28,16,63.64
17,23,Player 039,Team 012,68,68,100.0,43,25,63.24
17,24,Player 022,Team 011,68,48,70.59,30,18,62.5
17,24,Player 034,Team 007,68,48,70.59,30,18,62.5
17,25,Player 037,Team 008,68,58,85.3,35,23,60.35
17,26,Player 017,Team 004,68,64,94.12,38,26,59.38
17,27,Player 075,Team 004,68,39,57.36,23,16,58.98
17,28,Player 046,Team 015,68,68,100.0,40,28,58.83
17,29,Player 025,Team 012,68,52,76.48,30,22,57.7
17,30,Player 036,Team 008,68,42,61.77,24,18,57.15
17,31,Player 020,Team 010,68,54,79.42,30,24,55.56
17,32,Player 023,Team 011,68,56,82.36,31,25,55.36
17,33,Player 047,Team 015,68,64,94.12,35,29,54.69
17,34,Player 073,Team 006,68,49,72.06,26,23,53.07
17,35,Player 003,Team 003,68,48,70.59,25,23,52.09
17,36,Player 011,,68,52,76.48,27,25,51.93
17,37,Player 102,Team 006,68,52,76.48,27,25,51.93
17,38,Player 005,Team 003,68,48,70.59,24,24,50.0
17,39,Player 032,Team 006,68,52,76.48,25,27,48.08
17,40,Player 018,Team 004,68,52,76.48,23,29,44.24
17,41,Player 077,Team 008,68,39,57.36,17,22,43.59
17,42,Player 048,Team 015,68,46,67.65,20,26,43.48
17,43,Player 056,Team 015,68,60,88.24,25,35,41.67
17,44,Player 044,Team 014,68,34,50.0,14,20,41.18
17,45,Player 083,Team 012,68,51,75.0,19,32,37.26
17,46,Player 043,Team 014,68,36,52.95,13,23,36.12
17,47,Player 035,Team 008,68,35,51.48,12,23,34.29
17,48,Player 052,Team 013,68,38,55.89,13,25,34.22
17,49,Player 059,Team 016,68,48,70.59,16,32,33.34
17,50,Player 084,Team 014,68,38,55.89,12,26,31.58
17,51,Player 045,Team 009,68,48,70.59,15,33,31.25
17,52,Player 085,Team 016,68,56,82.36,17,39,30.36
17,53,Player 041,Team 002,68,52,76.48,14,38,26.93
17,54,Player 087,Team 016,68,52,76.48,13,39,25.0
17,55,Player 064,Team 010,68,56,82.36,12,44,21.43
17,56,Player 058,Team 009,68,36,52.95,7,29,19.45
17,57,Player 063,Team 010,68,54,79.42,9,45,16.67
17,58,Player 086,Team 016,68,42,61.77,7,35,16.67
17,59,Player 057,Team 016,68,46,67.65,7,39,15.22
17,60,Player 053,Team 002,68,36,52.95,5,31,13.89
17,61,Player 051,Team 013,68,42,61.77,4,38,9.53
17,62,Player 078,Team 002,68,48,70.59,4,44,8.34
17,63,Player 054,Team 002,68,44,64.71,2,42,4.55
17,,Player 069,Team 001,68,25,36.77,25,0,100.0
17,,Player 066,Team 013,68,12,17.65,12,0,100.0
17,,Player 119,Team 013,68,4,5.89,4,0,100.0
17,,Player 015,Team 006,68,2,2.95,2,0,100.0
17,,Player 019,Team 009,68,22,32.36,20,2,90.91
17,,Player 095,Team 014,68,20,29.42,17,3,85.0
17,,Player 111,Team 015,68,6,8.83,5,1,83.34
17,,Player 076,Team 001,68,32,47.06,24,8,75.0
17,,Player 096,Team 014,68,16,23.53,12,4,75.0
17,,Player 116,Team 007,68,32,47.06,22,10,68.75
17,,Player 101,Team 001,68,28,41.18,18,10,64.29
17,,Player 089,Team 010,68,28,41.18,18,10,64.29
17,,Player 092,Team 008,68,8,11.77,5,3,62.5
17,,Player 070,Team 014,68,28,41.18,17,11,60.72
17,,Player 082,Team 011,68,28,41.18,17,11,60.72
17,,Player 108,Team 008,68,5,7.36,3,2,60.0
17,,Player 042,Team 014,68,28,41.18,15,13,53.58
17,,Player 050,Team 001,68,17,25.0,9,8,52.95
17,,Player 109,Team 012,68,21,30.89,11,10,52.39
17,,Player 060,Team 008,68,29,42.65,15,14,51.73
17,,Player 033,Team 011,68,24,35.3,12,12,50.0
17,,Player 027,Team 009,68,10,14.71,5,5,50.0
17,,Player 117,Team 012,68,8,11.77,4,4,50.0
17,,Player 120,Team 009,68,4,5.89,2,2,50.0
17,,Player 040,Team 005,68,30,44.12,13,17,43.34
17,,Player 112,Team 015,68,24,35.3,10,14,41.67
17,,Player 107,Team 001,68,12,17.65,5,7,41.67
17,,Player 118,Team 007,68,14,20.59,5,9,35.72
17,,Player 081,Team 009,68,32,47.06,11,21,34.38
17,,Player 074,Team 002,68,32,47.06,10,22,31.25
17,,Player 029,Team 009,68,32,47.06,10,22,31.25
17,,Player 038,Team 005,68,30,44.12,9,21,30.0
17,,Player 090,Team 005,68,14,20.59,4,10,28.58
17,,Player 094,Team 006,68,8,11.77,2,6,25.0
17,,Player 049,Team 007,68,26,38.24,5,21,19.24
17,,Player 093,Team 007,68,16,23.53,3,13,18.75
17,,Player 080,Team 009,68,16,23.53,3,13,18.75
17,,Player 030,Team 006,68,28,41.18,5,23,17.86
17,,Player 106,Team 013,68,12,17.65,2,10,16.67
17,,Player 079,Team 009,68,32,47.06,4,28,12.5
17,,Player 088,Team 007,68,20,29.42,2,18,10.0
17,,Player 061,Team 005,68,26,38.24,2,24,7.7
17,,Player 103,Team 010,68,28,41.18,2,26,7.15
17,,Player 105,Team 016,68,16,23.53,1,15,6.25
17,,Player 091,Team 005,68,20,29.42,1,19,5.0
17,,Player 104,Team 005,68,14,20.59,0,14,0.0
17,,Player 062,Team 006,68,13,19.12,0,13,0.0
17,,Player 099,Team 002,68,8,11.77,0,8,0.0
17,,Player 055,Team 016,68,8,11.77,0,8,0.0
17,,Player 115,Team 010,68,8,11.77,0,8,0.0
17,,Player 098,Team 007,68,7,10.3,0,7,0.0
17,,Player 110,Team 005,68,6,8.83,0,6,0.0
17,,Player 113,Team 013,68,4,5.89,0,4,0.0
17,,Player 114,Team 010,68,4,5.89,0,4,0.0
