round_number,round_match_number,player_name,team_name,opponent_player,opponent_team,player_points,opponent_points,side
25,7,Player 057,Team 016,Player 124,Team 012,3,0,Away
25,7,Player 109,Team 012,Player 085,Team 016,0,3,Home
25,7,Player 085,Team 016,Player 109,Team 012,3,0,Away
25,7,Player 109,Team 012,Player 087,Team 016,3,1,Home
25,7,Player 087,Team 016,Player 109,Team 012,1,3,Away
25,7,Player 109,Team 012,Player 057,Team 016,3,0,Home
25,7,Player 057,Team 016,Player 109,Team 012,0,3,Away
25,7,Player 109,Team 012,Player 059,Team 016,3,1,Home
25,7,Player 059,Team 016,Player 109,Team 012,1,3,Away
25,7,Player 121,Team 012,Player 085,Team 016,1,3,Home
25,7,Player 085,Team 016,Player 121,Team 012,3,1,Away
25,7,Player 121,Team 012,Player 087,Team 016,0,3,Home
25,7,Player 087,Team 016,Player 121,Team 012,3,0,Away
25,7,Player 121,Team 012,Player 057,Team 016,0,3,Home
25,7,Player 057,Team 016,Player 121,Team 012,3,0,Away
25,7,Player 121,Team 012,Player 059,Team 016,0,3,Home
25,7,Player 059,Team 016,Player 121,Team 012,3,0,Away
25,7,Player 028,Team 012,Player 085,Team 016,1,3,Home
25,7,Player 085,Team 016,Player 028,Team 012,3,1,Away
25,7,Player 028,Team 012,Player 086,Team 016,3,0,Home
25,7,Player 086,Team 016,Player 028,Team 012,0,3,Away
25,8,Player 052,Team 013,Player 029,Team 009,3,2,Home
25,8,Player 029,Team 009,Player 052,Team 013,2,3,Away
25,8,Player 052,Team 013,Player 080,Team 009,3,0,Home
25,8,Player 080,Team 009,Player 052,Team 013,0,3,Away
25,8,Player 052,Team 013,Player 120,Team 009,3,0,Home
25,8,Player 120,Team 009,Player 052,Team 013,0,3,Away
25,8,Player 052,Team 013,Player 079,Team 009,3,0,Home
25,8,Player 079,Team 009,Player 052,Team 013,0,3,Away
25,8,Player 029,Team 013,Player 029,Team 009,3,0,Home
25,8,Player 029,Team 009,Player 029,Team 013,0,3,Away
25,8,Player 029,Team 013,Player 080,Team 009,3,2,Home
25,8,Player 080,Team 009,Player 029,Team 013,2,3,Away
25,8,Player 029,Team 013,Player 120,Team 009,3,1,Home
25,8,Player 120,Team 009,Player 029,Team 013,1,3,Away
25,8,Player 029,Team 013,Player 079,Team 009,3,0,Home
25,8,Player 079,Team 009,Player 029,Team 013,0,3,Away
25,8,Player 051,Team 013,Player 029,Team 009,0,3,Home
25,8,Player 029,Team 009,Player 051,Team 013,3,0,Away
25,8,Player 051,Team 013,Player 080,Team 009,0,3,Home
25,8,Player 080,Team 009,Player 051,Team 013,3,0,Away
25,8,Player 051,Team 013,Player 120,Team 009,0,3,Home
25,8,Player 120,Team 009,Player 051,Team 013,3,0,Away
25,8,Player 051,Team 013,Player 079,Team 009,0,3,Home
25,8,Player 079,Team 009,Player 051,Team 013,3,0,Away
25,8,Player 066,Team 013,Player 029,Team 009,3,0,Home
25,8,Player 029,Team 009,Player 066,Team 013,0,3,Away
25,8,Player 066,Team 013,Player 080,Team 009,3,0,Home
25,8,Player 080,Team 009,Player 066,Team 013,0,3,Away
25,8,Player 066,Team 013,Player 120,Team 009,3,1,Home
25,8,Player 120,Team 009,Player 066,Team 013,1,3,Away
25,8,Player 066,Team 013,Player 079,Team 009,3,1,Home
25,8,Player 079,Team 009,Player 066,Team 013,1,3,Away
26,1,Player 071,Team 014,Player 064,Team 010,3,0,Home
26,1,Player 064,Team 010,Player 071,Team 014,0,3,Away
26,1,Player 071,Team 014,Player 103,Team 010,3,0,Home
26,1,Player 103,Team 010,Player 071,Team 014,0,3,Away
26,1,Player 071,Team 014,Player 024,Team 010,3,1,Home
26,1,Player 024,Team 010,Player 071,Team 014,1,3,Away
26,1,Player 071,Team 014,Player 063,Team 010,3,0,Home
26,1,Player 063,Team 010,Player 071,Team 014,0,3,Away
26,1,Player 043,Team 014,Player 064,Team 010,3,0,Home
26,1,Player 064,Team 010,Player 043,Team 014,0,3,Away
26,1,Player 043,Team 014,Player 103,Team 010,3,0,Home
26,1,Player 103,Team 010,Player 043,Team 014,0,3,Away
26,1,Player 043,Team 014,Player 024,Team 010,1,3,Home
26,1,Player 024,Team 010,Player 043,Team 014,3,1,Away
26,1,Player 043,Team 014,Player 063,Team 010,3,0,Home
26,1,Player 063,Team 010,Player 043,Team 014,0,3,Away
26,1,Player 084,Team 014,Player 064,Team 010,3,0,Home
26,1,Player 064,Team 010,Player 084,Team 014,0,3,Away
26,1,Player 084,Team 014,Player 103,Team 010,2,3,Home
26,1,Player 103,Team 010,Player 084,Team 014,3,2,Away
26,1,Player 084,Team 014,Player 024,Team 010,0,3,Home
26,1,Player 024,Team 010,Player 084,Team 014,3,0,Away
26,1,Player 084,Team 014,Player 063,Team 010,3,0,Home
26,1,Player 063,Team 010,Player 084,Team 014,0,3,Away
26,1,Player 031,Team 014,Player 064,Team 010,3,0,Home
26,1,Player 064,Team 010,Player 031,Team 014,0,3,Away
26,1,Player 031,Team 014,Player 103,Team 010,3,0,Home
26,1,Player 103,Team 010,Player 031,Team 014,0,3,Away
26,1,Player 031,Team 014,Player 024,Team 010,3,0,Home
26,1,Player 024,Team 010,Player 031,Team 014,0,3,Away
26,1,Player 031,Team 014,Player 063,Team 010,3,0,Home
26,1,Player 063,Team 010,Player 031,Team 014,0,3,Away
26,2,Player 041,Team 002,Player 051,Team 013,3,1,Home
26,2,Player 051,Team 013,Player 041,Team 002,1,3,Away
26,2,Player 041,Team 002,Player 113,Team 013,3,0,Home
26,2,Player 113,Team 013,Player 041,Team 002,0,3,Away
26,2,Player 041,Team 002,Player 029,Team 013,1,3,Home
26,2,Player 029,Team 013,Player 041,Team 002,3,1,Away
26,2,Player 041,Team 002,(játék nélkül),Team 013,3,0,Home
26,2,(játék nélkül),Team 013,Player 041,Team 002,0,3,Away
26,2,Player 053,Team 002,Player 051,Team 013,3,0,Home
26,2,Player 051,Team 013,Player 053,Team 002,0,3,Away
26,2,Player 053,Team 002,Player 113,Team 013,3,2,Home
26,2,Player 113,Team 013,Player 053,Team 002,2,3,Away
26,2,Player 053,Team 002,Player 029,Team 013,0,3,Home
26,2,Player 029,Team 013,Player 053,Team 002,3,0,Away
26,2,Player 053,Team 002,(játék nélkül),Team 013,3,0,Home
26,2,(játék nélkül),Team 013,Player 053,Team 002,0,3,Away
26,2,Player 002,Team 002,Player 051,Team 013,3,0,Home
26,2,Player 051,Team 013,Player 002,Team 002,0,3,Away
26,2,Player 002,Team 002,Player 113,Team 013,3,0,Home
26,2,Player 113,Team 013,Player 002,Team 002,0,3,Away
26,2,Player 002,Team 002,Player 029,Team 013,2,3,Home
26,2,Player 029,Team 013,Player 002,Team 002,3,2,Away
26,2,Player 002,Team 002,(játék nélkül),Team 013,3,0,Home
26,2,(játék nélkül),Team 013,Player 002,Team 002,0,3,Away
26,2,Player 078,Team 002,Player 051,Team 013,0,3,Home
26,2,Player 051,Team 013,Player 078,Team 002,3,0,Away
26,2,Player 078,Team 002,Player 113,Team 013,2,3,Home
26,2,Player 113,Team 013,Player 078,Team 002,3,2,Away
26,2,Player 078,Team 002,Player 029,Team 013,0,3,Home
26,2,Player 029,Team 013,Player 078,Team 002,3,0,Away
26,2,Player 078,Team 002,(játék nélkül),Team 013,3,0,Home
26,2,(játék nélkül),Team 013,Player 078,Team 002,0,3,Away
26,3,Player 021,Team 011,Player 028,Team 012,3,2,Home
26,3,Player 028,Team 012,Player 021,Team 011,2,3,Away
26,3,Player 021,Team 011,Player 025,Team 012,3,2,Home
26,3,Player 025,Team 012,Player 021,Team 011,2,3,Away
26,3,Player 021,Team 011,Player 039,Team 012,3,0,Home
26,3,Player 039,Team 012,Player 021,Team 011,0,3,Away
26,3,Player 021,Team 011,Player 083,Team 012,3,0,Home
26,3,Player 083,Team 012,Player 021,Team 011,0,3,Away
26,3,Player 072,Team 011,Player 028,Team 012,3,1,Home
26,3,Player 028,Team 012,Player 072,Team 011,1,3,Away
26,3,Player 072,Team 011,Player 025,Team 012,3,1,Home
26,3,Player 025,Team 012,Player 072,Team 011,1,3,Away
26,3,Player 072,Team 011,Player 039,Team 012,3,2,Home
26,3,Player 039,Team 012,Player 072,Team 011,2,3,Away
26,3,Player 072,Team 011,Player 083,Team 012,3,1,Home
26,3,Player 083,Team 012,Player 072,Team 011,1,3,Away
26,3,Player 023,Team 011,Player 028,Team 012,0,3,Home
26,3,Player 028,Team 012,Player 023,Team 011,3,0,Away
26,3,Player 023,Team 011,Player 025,Team 012,0,3,Home
26,3,Player 025,Team 012,Player 023,Team 011,3,0,Away
26,3,Player 023,Team 011,Player 039,Team 012,3,2,Home
26,3,Player 039,Team 012,Player 023,Team 011,2,3,Away
26,3,Player 023,Team 011,Player 083,Team 012,2,3,Home
26,3,Player 083,Team 012,Player 023,Team 011,3,2,Away
26,3,Player 082,Team 011,Player 028,Team 012,0,3,Home
26,3,Player 028,Team 012,Player 082,Team 011,3,0,Away
26,3,Player 082,Team 011,Player 025,Team 012,1,3,Home
26,3,Player 025,Team 012,Player 082,Team 011,3,1,Away
26,3,Player 082,Team 011,Player 039,Team 012,2,3,Home
26,3,Player 039,Team 012,Player 082,Team 011,3,2,Away
26,3,Player 082,Team 011,Player 083,Team 012,1,3,Home
26,3,Player 083,Team 012,Player 082,Team 011,3,1,Away
26,4,Player 017,Team 004,Player 077,Team 008,2,3,Home
26,4,Player 077,Team 008,Player 017,Team 004,3,2,Away
26,4,Player 017,Team 004,Player 037,Team 008,1,3,Home
26,4,Player 037,Team 008,Player 017,Team 004,3,1,Away
26,4,Player 017,Team 004,Player 036,Team 008,0,3,Home
26,4,Player 036,Team 008,Player 017,Team 004,3,0,Away
26,4,Player 017,Team 004,Player 016,Team 008,3,1,Home
26,4,Player 016,Team 008,Player 017,Team 004,1,3,Away
26,4,Player 004,Team 004,Player 077,Team 008,3,0,Home
26,4,Player 077,Team 008,Player 004,Team 004,0,3,Away
26,4,Player 004,Team 004,Player 037,Team 008,3,2,Home
26,4,Player 037,Team 008,Player 004,Team 004,2,3,Away
26,4,Player 004,Team 004,Player 036,Team 008,3,1,Home
26,4,Player 036,Team 008,Player 004,Team 004,1,3,Away
26,4,Player 004,Team 004,Player 016,Team 008,3,1,Home
26,4,Player 016,Team 008,Player 004,Team 004,1,3,Away
26,4,Player 018,Team 004,Player 077,Team 008,0,3,Home
26,4,Player 077,Team 008,Player 018,Team 004,3,0,Away
26,4,Player 018,Team 004,Player 037,Team 008,1,3,Home
26,4,Player 037,Team 008,Player 018,Team 004,3,1,Away
26,4,Player 018,Team 004,Player 036,Team 008,3,2,Home
26,4,Player 036,Team 008,Player 018,Team 004,2,3,Away
26,4,Player 018,Team 004,Player 016,Team 008,3,1,Home
26,4,Player 016,Team 008,Player 018,Team 004,1,3,Away
26,4,Player 009,Team 004,Player 077,Team 008,3,1,Home
26,4,Player 077,Team 008,Player 009,Team 004,1,3,Away
26,4,Player 009,Team 004,Player 037,Team 008,3,2,Home
26,4,Player 037,Team 008,Player 009,Team 004,2,3,Away
26,4,Player 009,Team 004,Player 036,Team 008,3,0,Home
26,4,Player 036,Team 008,Player 009,Team 004,0,3,Away
26,4,Player 009,Team 004,Player 016,Team 008,3,1,Home
26,4,Player 016,Team 008,Player 009,Team 004,1,3,Away
26,5,Player 118,Team 007,Player 013,Team 001,1,3,Home
26,5,Player 013,Team 001,Player 118,Team 007,3,1,Away
26,5,Player 118,Team 007,Player 100,Team 001,1,3,Home
26,5,Player 100,Team 001,Player 118,Team 007,3,1,Away
26,5,Player 118,Team 007,Player 007,Team 001,1,3,Home
26,5,Player 007,Team 001,Player 118,Team 007,3,1,Away
26,5,Player 118,Team 007,Player 076,Team 001,1,3,Home
26,5,Player 076,Team 001,Player 118,Team 007,3,1,Away
26,5,Player 034,Team 007,Player 013,Team 001,1,3,Home
26,5,Player 013,Team 001,Player 034,Team 007,3,1,Away
26,5,Player 034,Team 007,Player 100,Team 001,0,3,Home
26,5,Player 100,Team 001,Player 034,Team 007,3,0,Away
26,5,Player 034,Team 007,Player 007,Team 001,0,3,Home
26,5,Player 007,Team 001,Player 034,Team 007,3,0,Away
26,5,Player 034,Team 007,Player 076,Team 001,0,3,Home
26,5,Player 076,Team 001,Player 034,Team 007,3,0,Away
26,5,Player 098,Team 007,Player 013,Team 001,0,3,Home
26,5,Player 013,Team 001,Player 098,Team 007,3,0,Away
26,5,Player 098,Team 007,Player 100,Team 001,0,3,Home
26,5,Player 100,Team 001,Player 098,Team 007,3,0,Away
26,5,Player 098,Team 007,Player 007,Team 001,0,3,Home
26,5,Player 007,Team 001,Player 098,Team 007,3,0,Away
26,5,Player 098,Team 007,Player 076,Team 001,0,3,Home
26,5,Player 076,Team 001,Player 098,Team 007,3,0,Away
26,5,Player 026,Team 007,Player 013,Team 001,3,2,Home
26,5,Player 013,Team 001,Player 026,Team 007,2,3,Away
26,5,Player 026,Team 007,Player 100,Team 001,2,3,Home
26,5,Player 100,Team 001,Player 026,Team 007,3,2,Away
26,5,Player 026,Team 007,Player 007,Team 001,0,3,Home
26,5,Player 007,Team 001,Player 026,Team 007,3,0,Away
26,5,Player 026,Team 007,Player 076,Team 001,3,2,Home
26,5,Player 076,Team 001,Player 026,Team 007,2,3,Away
26,6,Player 029,Team 009,Player 048,Team 015,3,1,Home
26,6,Player 048,Team 015,Player 029,Team 009,1,3,Away
26,6,Player 029,Team 009,Player 047,Team 015,0,3,Home
26,6,Player 047,Team 015,Player 029,Team 009,3,0,Away
26,6,Player 029,Team 009,Player 046,Team 015,0,3,Home
26,6,Player 046,Team 015,Player 029,Team 009,3,0,Away
26,6,Player 029,Team 009,Player 056,Team 015,2,3,Home
26,6,Player 056,Team 015,Player 029,Team 009,3,2,Away
26,6,Player 081,Team 009,Player 048,Team 015,1,3,Home
26,6,Player 048,Team 015,Player 081,Team 009,3,1,Away
26,6,Player 081,Team 009,Player 047,Team 015,2,3,Home
26,6,Player 047,Team 015,Player 081,Team 009,3,2,Away
26,6,Player 081,Team 009,Player 046,Team 015,1,3,Home
26,6,Player 046,Team 015,Player 081,Team 009,3,1,Away
26,6,Player 081,Team 009,Player 056,Team 015,0,3,Home
26,6,Player 056,Team 015,Player 081,Team 009,3,0,Away
26,6,Player 058,Team 009,Player 048,Team 015,0,3,Home
26,6,Player 048,Team 015,Player 058,Team 009,3,0,Away
26,6,Player 058,Team 009,Player 047,Team 015,1,3,Home
26,6,Player 047,Team 015,Player 058,Team 009,3,1,Away
26,6,Player 058,Team 009,Player 046,Team 015,0,3,Home
26,6,Player 046,Team 015,Player 058,Team 009,3,0,Away
26,6,Player 058,Team 009,Player 056,Team 015,0,3,Home
26,6,Player 056,Team 015,Player 058,Team 009,3,0,Away
26,6,Player 080,Team 009,Player 048,Team 015,3,0,Home
26,6,Player 048,Team 015,Player 080,Team 009,0,3,Away
26,6,Player 080,Team 009,Player 047,Team 015,0,3,Home
26,6,Player 047,Team 015,Player 080,Team 009,3,0,Away
26,6,Player 080,Team 009,Player 046,Team 015,1,3,Home
26,6,Player 046,Team 015,Player 080,Team 009,3,1,Away
26,6,Player 080,Team 009,Player 056,Team 015,0,3,Home
26,6,Player 056,Team 015,Player 080,Team 009,3,0,Away
26,7,Player 005,Team 003,Player 104,Team 005,3,0,Home
26,7,Player 104,Team 005,Player 005,Team 003,0,3,Away
26,7,Player 005,Team 003,Player 012,Team 005,0,3,Home
26,7,Player 012,Team 005,Player 005,Team 003,3,0,Away
26,7,Player 005,Team 003,Player 006,Team 005,1,3,Home
26,7,Player 006,Team 005,Player 005,Team 003,3,1,Away
26,7,Player 005,Team 003,Player 040,Team 005,0,3,Home
26,7,Player 040,Team 005,Player 005,Team 003,3,0,Away
26,7,Player 067,Team 003,Player 104,Team 005,3,0,Home
26,7,Player 104,Team 005,Player 067,Team 003,0,3,Away
26,7,Player 067,Team 003,Player 012,Team 005,2,3,Home
26,7,Player 012,Team 005,Player 067,Team 003,3,2,Away
26,7,Player 067,Team 003,Player 006,Team 005,1,3,Home
26,7,Player 006,Team 005,Player 067,Team 003,3,1,Away
26,7,Player 067,Team 003,Player 040,Team 005,3,0,Home
26,7,Player 040,Team 005,Player 067,Team 003,0,3,Away
26,7,Player 003,Team 003,Player 104,Team 005,3,0,Home
26,7,Player 104,Team 005,Player 003,Team 003,0,3,Away
26,7,Player 003,Team 003,Player 012,Team 005,1,3,Home
26,7,Player 012,Team 005,Player 003,Team 003,3,1,Away
26,7,Player 003,Team 003,Player 006,Team 005,0,3,Home
26,7,Player 006,Team 005,Player 003,Team 003,3,0,Away
26,7,Player 003,Team 003,Player 040,Team 005,3,1,Home
26,7,Player 040,Team 005,Player 003,Team 003,1,3,Away
26,7,Player 125,Team 003,Player 104,Team 005,3,0,Home
26,7,Player 104,Team 005,Player 125,Team 003,0,3,Away
26,7,Player 125,Team 003,Player 012,Team 005,3,2,Home
26,7,Player 012,Team 005,Player 125,Team 003,2,3,Away
26,7,Player 125,Team 003,Player 006,Team 005,1,3,Home
26,7,Player 006,Team 005,Player 125,Team 003,3,1,Away
26,7,Player 125,Team 003,Player 040,Team 005,3,2,Home
26,7,Player 040,Team 005,Player 125,Team 003,2,3,Away
26,8,Player 034,Team 007,Player 057,Team 016,3,2,Home
26,8,Player 057,Team 016,Player 034,Team 007,2,3,Away
26,8,Player 034,Team 007,Player 087,Team 016,3,1,Home
26,8,Player 087,Team 016,Player 034,Team 007,1,3,Away
26,8,Player 034,Team 007,Player 085,Team 016,0,3,Home
26,8,Player 085,Team 016,Player 034,Team 007,3,0,Away
26,8,Player 034,Team 007,Player 059,Team 016,3,1,Home
26,8,Player 059,Team 016,Player 034,Team 007,1,3,Away
26,8,Player 049,Team 007,Player 057,Team 016,0,3,Home
26,8,Player 057,Team 016,Player 049,Team 007,3,0,Away
26,8,Player 049,Team 007,Player 087,Team 016,0,3,Home
26,8,Player 087,Team 016,Player 049,Team 007,3,0,Away
26,8,Player 049,Team 007,Player 085,Team 016,2,3,Home
26,8,Player 085,Team 016,Player 049,Team 007,3,2,Away
26,8,Player 049,Team 007,Player 059,Team 016,0,3,Home
26,8,Player 059,Team 016,Player 049,Team 007,3,0,Away
26,8,Player 093,Team 007,Player 057,Team 016,3,2,Home
26,8,Player 057,Team 016,Player 093,Team 007,2,3,Away
26,8,Player 093,Team 007,Player 087,Team 016,2,3,Home
26,8,Player 087,Team 016,Player 093,Team 007,3,2,Away
26,8,Player 093,Team 007,Player 085,Team 016,0,3,Home
26,8,Player 085,Team 016,Player 093,Team 007,3,0,Away
26,8,Player 093,Team 007,Player 086,Team 016,3,0,Home
26,8,Player 086,Team 016,Player 093,Team 007,0,3,Away
26,8,Player 118,Team 007,Player 057,Team 016,3,2,Home
26,8,Player 057,Team 016,Player 118,Team 007,2,3,Away
26,8,Player 118,Team 007,Player 087,Team 016,3,0,Home
26,8,Player 087,Team 016,Player 118,Team 007,0,3,Away
26,8,Player 118,Team 007,Player 085,Team 016,3,0,Home
26,8,Player 085,Team 016,Player 118,Team 007,0,3,Away
26,8,Player 118,Team 007,Player 086,Team 016,3,0,Home
26,8,Player 086,Team 016,Player 118,Team 007,0,3,Away
26,9,Player 086,Team 016,Player 010,Team 006,0,3,Home
26,9,Player 010,Team 006,Player 086,Team 016,3,0,Away
26,9,Player 086,Team 016,Player 030,Team 006,3,2,Home
26,9,Player 030,Team 006,Player 086,Team 016,2,3,Away
26,9,Player 059,Team 016,Player 010,Team 006,0,3,Home
26,9,Player 010,Team 006,Player 059,Team 016,3,0,Away
26,9,Player 059,Team 016,Player 030,Team 006,3,0,Home
26,9,Player 030,Team 006,Player 059,Team 016,0,3,Away
26,9,Player 059,Team 016,Player 032,Team 006,3,1,Home
26,9,Player 032,Team 006,Player 059,Team 016,1,3,Away
26,9,Player 059,Team 016,Player 073,Team 006,2,3,Home
26,9,Player 073,Team 006,Player 059,Team 016,3,2,Away
26,9,Player 087,Team 016,Player 010,Team 006,0,3,Home
26,9,Player 010,Team 006,Player 087,Team 016,3,0,Away
26,9,Player 087,Team 016,Player 030,Team 006,3,0,Home
26,9,Player 030,Team 006,Player 087,Team 016,0,3,Away
26,9,Player 087,Team 016,Player 032,Team 006,3,2,Home
26,9,Player 032,Team 006,Player 087,Team 016,2,3,Away
26,9,Player 087,Team 016,Player 073,Team 006,3,2,Home
26,9,Player 073,Team 006,Player 087,Team 016,2,3,Away
26,9,Player 085,Team 016,Player 010,Team 006,3,0,Home
26,9,Player 010,Team 006,Player 085,Team 016,0,3,Away
26,9,Player 085,Team 016,Player 030,Team 006,3,0,Home
26,9,Player 030,Team 006,Player 085,Team 016,0,3,Away
26,9,Player 085,Team 016,Player 032,Team 006,3,2,Home
26,9,Player 032,Team 006,Player 085,Team 016,2,3,Away
26,9,Player 085,Team 016,Player 073,Team 006,3,2,Home
26,9,Player 073,Team 006,Player 085,Team 016,2,3,Away
26,9,Player 057,Team 016,Player 032,Team 006,1,3,Home
26,9,Player 032,Team 006,Player 057,Team 016,3,1,Away
26,9,Player 057,Team 016,Player 073,Team 006,2,3,Home
26,9,Player 073,Team 006,Player 057,Team 016,3,2,Away
26,10,Player 052,Team 013,Player 100,Team 001,0,3,Home
26,10,Player 100,Team 001,Player 052,Team 013,3,0,Away
26,10,Player 052,Team 013,Player 007,Team 001,0,3,Home
26,10,Player 007,Team 001,Player 052,Team 013,3,0,Away
26,10,Player 052,Team 013,Player 001,Team 001,1,3,Home
26,10,Player 001,Team 001,Player 052,Team 013,3,1,Away
26,10,Player 052,Team 013,Player 076,Team 001,0,3,Home
26,10,Player 076,Team 001,Player 052,Team 013,3,0,Away
26,10,Player 051,Team 013,Player 100,Team 001,0,3,Home
26,10,Player 100,Team 001,Player 051,Team 013,3,0,Away
26,10,Player 051,Team 013,Player 007,Team 001,0,3,Home
26,10,Player 007,Team 001,Player 051,Team 013,3,0,Away
26,10,Player 051,Team 013,Player 001,Team 001,0,3,Home
26,10,Player 001,Team 001,Player 051,Team 013,3,0,Away
26,10,Player 051,Team 013,Player 076,Team 001,0,3,Home
26,10,Player 076,Team 001,Player 051,Team 013,3,0,Away
26,10,Player 029,Team 013,Player 100,Team 001,0,3,Home
26,10,Player 100,Team 001,Player 029,Team 013,3,0,Away
26,10,Player 029,Team 013,Player 007,Team 001,2,3,Home
26,10,Player 007,Team 001,Player 029,Team 013,3,2,Away
26,10,Player 029,Team 013,Player 001,Team 001,0,3,Home
26,10,Player 001,Team 001,Player 029,Team 013,3,0,Away
26,10,Player 029,Team 013,Player 076,Team 001,0,3,Home
26,10,Player 076,Team 001,Player 029,Team 013,3,0,Away
26,10,Player 113,Team 013,Player 100,Team 001,0,3,Home
26,10,Player 100,Team 001,Player 113,Team 013,3,0,Away
26,10,Player 113,Team 013,Player 007,Team 001,0,3,Home
26,10,Player 007,Team 001,Player 113,Team 013,3,0,Away
26,10,Player 113,Team 013,Player 001,Team 001,0,3,Home
26,10,Player 001,Team 001,Player 113,Team 013,3,0,Away
26,10,Player 113,Team 013,Player 076,Team 001,0,3,Home
26,10,Player 076,Team 001,Player 113,Team 013,3,0,Away
27,1,Player 046,Team 015,Player 064,Team 010,3,2,Home
27,1,Player 064,Team 010,Player 046,Team 015,2,3,Away
27,1,Player 046,Team 015,Player 103,Team 010,3,0,Home
27,1,Player 103,Team 010,Player 046,Team 015,0,3,Away
27,1,Player 046,Team 015,Player 024,Team 010,0,3,Home
27,1,Player 024,Team 010,Player 046,Team 015,3,0,Away
27,1,Player 046,Team 015,Player 020,Team 010,1,3,Home
27,1,Player 020,Team 010,Player 046,Team 015,3,1,Away
27,1,Player 048,Team 015,Player 064,Team 010,3,0,Home
27,1,Player 064,Team 010,Player 048,Team 015,0,3,Away
27,1,Player 048,Team 015,Player 103,Team 010,3,1,Home
27,1,Player 103,Team 010,Player 048,Team 015,1,3,Away
27,1,Player 048,Team 015,Player 024,Team 010,1,3,Home
27,1,Player 024,Team 010,Player 048,Team 015,3,1,Away
27,1,Player 048,Team 015,Player 020,Team 010,3,0,Home
27,1,Player 020,Team 010,Player 048,Team 015,0,3,Away
27,1,Player 047,Team 015,Player 064,Team 010,3,0,Home
27,1,Player 064,Team 010,Player 047,Team 015,0,3,Away
27,1,Player 047,Team 015,Player 024,Team 010,3,1,Home
27,1,Player 024,Team 010,Player 047,Team 015,1,3,Away
27,1,Player 047,Team 015,Player 020,Team 010,2,3,Home
27,1,Player 020,Team 010,Player 047,Team 015,3,2,Away
27,1,Player 047,Team 015,Player 063,Team 010,3,0,Home
27,1,Player 063,Team 010,Player 047,Team 015,0,3,Away
27,1,Player 056,Team 015,Player 064,Team 010,3,0,Home
27,1,Player 064,Team 010,Player 056,Team 015,0,3,Away
27,1,Player 056,Team 015,Player 024,Team 010,3,1,Home
27,1,Player 024,Team 010,Player 056,Team 015,1,3,Away
27,1,Player 056,Team 015,Player 020,Team 010,3,2,Home
27,1,Player 020,Team 010,Player 056,Team 015,2,3,Away
27,1,Player 056,Team 015,Player 063,Team 010,3,0,Home
27,1,Player 063,Team 010,Player 056,Team 015,0,3,Away
27,2,Player 045,Team 009,Player 041,Team 002,3,2,Home
27,2,Player 041,Team 002,Player 045,Team 009,2,3,Away
27,2,Player 045,Team 009,Player 054,Team 002,3,0,Home
27,2,Player 054,Team 002,Player 045,Team 009,0,3,Away
27,2,Player 045,Team 009,Player 002,Team 002,0,3,Home
27,2,Player 002,Team 002,Player 045,Team 009,3,0,Away
27,2,Player 120,Team 009,Player 041,Team 002,3,1,Home
27,2,Player 041,Team 002,Player 120,Team 009,1,3,Away
27,2,Player 120,Team 009,Player 054,Team 002,3,1,Home
27,2,Player 054,Team 002,Player 120,Team 009,1,3,Away
27,2,Player 120,Team 009,Player 002,Team 002,1,3,Home
27,2,Player 002,Team 002,Player 120,Team 009,3,1,Away
27,2,Player 058,Team 009,Player 041,Team 002,2,3,Home
27,2,Player 041,Team 002,Player 058,Team 009,3,2,Away
27,2,Player 058,Team 009,Player 054,Team 002,3,0,Home
27,2,Player 054,Team 002,Player 058,Team 009,0,3,Away
27,2,Player 058,Team 009,Player 002,Team 002,0,3,Home
27,2,Player 002,Team 002,Player 058,Team 009,3,0,Away
27,3,Player 028,Team 012,Player 118,Team 007,3,1,Home
27,3,Player 118,Team 007,Player 028,Team 012,1,3,Away
27,3,Player 028,Team 012,Player 088,Team 007,3,0,Home
27,3,Player 088,Team 007,Player 028,Team 012,0,3,Away
27,3,Player 028,Team 012,Player 026,Team 007,3,0,Home
27,3,Player 026,Team 007,Player 028,Team 012,0,3,Away
27,3,Player 028,Team 012,Player 034,Team 007,3,0,Home
27,3,Player 034,Team 007,Player 028,Team 012,0,3,Away
27,3,Player 025,Team 012,Player 118,Team 007,3,2,Home
27,3,Player 118,Team 007,Player 025,Team 012,2,3,Away
27,3,Player 025,Team 012,Player 088,Team 007,3,0,Home
27,3,Player 088,Team 007,Player 025,Team 012,0,3,Away
27,3,Player 025,Team 012,Player 026,Team 007,1,3,Home
27,3,Player 026,Team 007,Player 025,Team 012,3,1,Away
27,3,Player 025,Team 012,Player 034,Team 007,3,1,Home
27,3,Player 034,Team 007,Player 025,Team 012,1,3,Away
27,3,Player 083,Team 012,Player 118,Team 007,3,1,Home
27,3,Player 118,Team 007,Player 083,Team 012,1,3,Away
27,3,Player 083,Team 012,Player 088,Team 007,3,0,Home
27,3,Player 088,Team 007,Player 083,Team 012,0,3,Away
27,3,Player 083,Team 012,Player 026,Team 007,0,3,Home
27,3,Player 026,Team 007,Player 083,Team 012,3,0,Away
27,3,Player 083,Team 012,Player 034,Team 007,1,3,Home
27,3,Player 034,Team 007,Player 083,Team 012,3,1,Away
27,3,Player 039,Team 012,Player 118,Team 007,3,0,Home
27,3,Player 118,Team 007,Player 039,Team 012,0,3,Away
